candidate_id,operation,parameter_name,value,unit,value_range,scenario,domain,target_flow_slot,evidence_refs,support_count,denominator_count,promote_to_default,default_scope,confidence,notes
CAND_ATOM_wilcoxon_signed_rank_alternative,wilcoxon_signed_rank,alternative,"""two-sided""",,,general,analysis,group_comparison_slot,scipy_wilcoxon,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_wilcoxon_signed_rank_zero_method,wilcoxon_signed_rank,zero_method,"""wilcox""",,,general,analysis,group_comparison_slot,scipy_wilcoxon,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_mann_whitney_u_alternative,mann_whitney_u,alternative,"""two-sided""",,,general,analysis,group_comparison_slot,scipy_mannwhitneyu,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_mann_whitney_u_method,mann_whitney_u,method,"""auto""",,,general,analysis,group_comparison_slot,scipy_mannwhitneyu,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_kruskal_wallis_alternative,kruskal_wallis,alternative,"""two-sided""",,,general,analysis,group_comparison_slot,scipy_kruskal,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_normality_test_method,normality_test,method,"""shapiro_wilk | kolmogorov_smirnov | anderson_darling""",,,general,analysis,assumption_check_slot,scipy_shapiro,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_normality_test_alpha,normality_test,alpha,0.05,,,general,analysis,assumption_check_slot,scipy_shapiro,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_levene_test_center,levene_test,center,"""median""",,,general,analysis,assumption_check_slot,scipy_levene,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_levene_test_proportion_to_cut,levene_test,proportion_to_cut,0.2,,,general,analysis,assumption_check_slot,scipy_levene,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_post_hoc_tukey_alpha,post_hoc_tukey,alpha,0.05,,,general,analysis,post_hoc_slot,scipy_tukey_hsd,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_post_hoc_games_howell_alpha,post_hoc_games_howell,alpha,0.05,,,general,analysis,post_hoc_slot,pingouin_games_howell,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_bonferroni_correction_n_tests,bonferroni_correction,n_tests,"""auto""",,,general,analysis,multiple_comparison_slot,scipy_bonferroni,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_bonferroni_correction_alpha,bonferroni_correction,alpha,0.05,,,general,analysis,multiple_comparison_slot,scipy_bonferroni,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_fdr_bh_correction_alpha,fdr_bh_correction,alpha,0.05,,,general,analysis,multiple_comparison_slot,scipy_fdr_bh,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_fdr_bh_correction_method,fdr_bh_correction,method,"""indep""",,,general,analysis,multiple_comparison_slot,scipy_fdr_bh,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_fdr_by_correction_alpha,fdr_by_correction,alpha,0.05,,,general,analysis,multiple_comparison_slot,scipy_fdr_by,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_cluster_permutation_test_n_permutations,cluster_permutation_test,n_permutations,1024,,,general,analysis,permutation_slot,MNE_permutation_cluster_test,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_cluster_permutation_test_threshold,cluster_permutation_test,threshold,"""auto""",,,general,analysis,permutation_slot,MNE_permutation_cluster_test,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_cluster_permutation_test_tail,cluster_permutation_test,tail,0,,,general,analysis,permutation_slot,MNE_permutation_cluster_test,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_cluster_permutation_test_cluster_alpha,cluster_permutation_test,cluster_alpha,0.05,,,general,analysis,permutation_slot,MNE_permutation_cluster_test,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_spatiotemporal_cluster_test_n_permutations,spatiotemporal_cluster_test,n_permutations,1024,,,general,analysis,permutation_slot,MNE_spatiotemporal_cluster,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_spatiotemporal_cluster_test_adjacency,spatiotemporal_cluster_test,adjacency,"""grid""",,,general,analysis,permutation_slot,MNE_spatiotemporal_cluster,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_spatiotemporal_cluster_test_cluster_alpha,spatiotemporal_cluster_test,cluster_alpha,0.05,,,general,analysis,permutation_slot,MNE_spatiotemporal_cluster,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_bootstrap_ci_n_resamples,bootstrap_confidence_interval,n_resamples,10000,,,general,analysis,ci_estimation_slot,MNE_bootstrap_ci,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_bootstrap_ci_ci_level,bootstrap_confidence_interval,ci_level,0.95,,,general,analysis,ci_estimation_slot,MNE_bootstrap_ci,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_bootstrap_ci_method,bootstrap_confidence_interval,method,"""percentile | BCa""",,,general,analysis,ci_estimation_slot,MNE_bootstrap_ci,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_bootstrap_ci_statistic,bootstrap_confidence_interval,statistic,"""mean""",,,general,analysis,ci_estimation_slot,MNE_bootstrap_ci,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_linear_regression_add_constant,linear_regression,add_constant,true,,,general,analysis,regression_slot,MNE_linear_regression,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_linear_regression_method,linear_regression,method,"""OLS | robust""",,,general,analysis,regression_slot,MNE_linear_regression,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_logistic_regression_penalty,logistic_regression,penalty,"""l2 | l1""",,,general,analysis,regression_slot,sklearn_logistic,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_logistic_regression_C,logistic_regression,C,1.0,,,general,analysis,regression_slot,sklearn_logistic,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_cohens_d_correction,cohens_d,correction,"""none | hedges_g""",,,general,analysis,effect_size_slot,Cohen1988,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_cohens_d_magnitude_thresholds,cohens_d,magnitude_thresholds,"{""small"": 0.2, ""medium"": 0.5, ""large"": 0.8}",,,general,analysis,effect_size_slot,Cohen1988,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_eta_squared_metric,eta_squared,metric,"""eta_squared | partial_eta_squared | omega_squared""",,,general,analysis,effect_size_slot,Cohen1988,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_point_biserial_r_alternative,point_biserial_correlation,alternative,"""two-sided""",,,general,analysis,correlation_slot,scipy_pointbiserialr,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_power_analysis_test_type,power_analysis,test_type,"""t_test | anova | correlation""",,,general,analysis,power_analysis_slot,statsmodels_power,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_power_analysis_alternative,power_analysis,alternative,"""two-sided""",,,general,analysis,power_analysis_slot,statsmodels_power,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_power_analysis_alpha,power_analysis,alpha,0.05,,,general,analysis,power_analysis_slot,statsmodels_power,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_power_analysis_power,power_analysis,power,0.8,,,general,analysis,power_analysis_slot,statsmodels_power,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_network_based_statistic_n_permutations,network_based_statistic,n_permutations,1000,,,resting_state,analysis,multiple_comparison_slot,Zalesky2010_NBS,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_network_based_statistic_alpha,network_based_statistic,alpha,0.05,,,resting_state,analysis,multiple_comparison_slot,Zalesky2010_NBS,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_network_based_statistic_test_statistic,network_based_statistic,test_statistic,"""t""",,,resting_state,analysis,multiple_comparison_slot,Zalesky2010_NBS,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_tfce_enhancement_n_permutations,tfce_enhancement,n_permutations,1000,,,general,analysis,permutation_slot,Smith2009_TFCE,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_tfce_enhancement_E,tfce_enhancement,E,0.5,,,general,analysis,permutation_slot,Smith2009_TFCE,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_tfce_enhancement_H,tfce_enhancement,H,2,,,general,analysis,permutation_slot,Smith2009_TFCE,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_tfce_enhancement_C,tfce_enhancement,C,0.5,,,general,analysis,permutation_slot,Smith2009_TFCE,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_bayes_factor_prior_scale,bayes_factor,prior_scale,"""medium | wide | ultrawide""",,,general,analysis,bayesian_slot,Jeffreys1961,,,no,,medium,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_bayes_factor_test_type,bayes_factor,test_type,"""t_test | anova | correlation""",,,general,analysis,bayesian_slot,Jeffreys1961,,,no,,medium,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_1d_cnn_conv_layers,1d_cnn_classification,conv_layers,3,,,classification,machine_learning,dl_model_slot,fnirs_cnn_classification|node_templates_CNN,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_1d_cnn_filters,1d_cnn_classification,filters,"[32, 64, 128]",,,classification,machine_learning,dl_model_slot,fnirs_cnn_classification|node_templates_CNN,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_1d_cnn_kernel_size,1d_cnn_classification,kernel_size,3,,,classification,machine_learning,dl_model_slot,fnirs_cnn_classification|node_templates_CNN,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_1d_cnn_pool_size,1d_cnn_classification,pool_size,2,,,classification,machine_learning,dl_model_slot,fnirs_cnn_classification|node_templates_CNN,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_1d_cnn_dropout,1d_cnn_classification,dropout,0.5,,,classification,machine_learning,dl_model_slot,fnirs_cnn_classification|node_templates_CNN,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_1d_cnn_activation,1d_cnn_classification,activation,"""relu""",,,classification,machine_learning,dl_model_slot,fnirs_cnn_classification|node_templates_CNN,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_1d_cnn_batch_norm,1d_cnn_classification,batch_norm,true,,,classification,machine_learning,dl_model_slot,fnirs_cnn_classification|node_templates_CNN,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_1d_cnn_optimizer,1d_cnn_classification,optimizer,"""adam""",,,classification,machine_learning,dl_model_slot,fnirs_cnn_classification|node_templates_CNN,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_1d_cnn_lr,1d_cnn_classification,lr,0.001,,,classification,machine_learning,dl_model_slot,fnirs_cnn_classification|node_templates_CNN,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_1d_cnn_epochs,1d_cnn_classification,epochs,100,,,classification,machine_learning,dl_model_slot,fnirs_cnn_classification|node_templates_CNN,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_1d_cnn_batch_size,1d_cnn_classification,batch_size,32,,,classification,machine_learning,dl_model_slot,fnirs_cnn_classification|node_templates_CNN,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_1d_cnn_early_stopping_patience,1d_cnn_classification,early_stopping_patience,10,,,classification,machine_learning,dl_model_slot,fnirs_cnn_classification|node_templates_CNN,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_2d_cnn_conv_layers,2d_cnn_classification,conv_layers,3,,,classification,machine_learning,dl_model_slot,fnirs_2d_cnn,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_2d_cnn_filters,2d_cnn_classification,filters,"[32, 64, 128]",,,classification,machine_learning,dl_model_slot,fnirs_2d_cnn,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_2d_cnn_kernel_size,2d_cnn_classification,kernel_size,"[3, 3]",,,classification,machine_learning,dl_model_slot,fnirs_2d_cnn,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_2d_cnn_pool_size,2d_cnn_classification,pool_size,"[2, 2]",,,classification,machine_learning,dl_model_slot,fnirs_2d_cnn,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_2d_cnn_dropout,2d_cnn_classification,dropout,0.5,,,classification,machine_learning,dl_model_slot,fnirs_2d_cnn,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_2d_cnn_activation,2d_cnn_classification,activation,"""relu""",,,classification,machine_learning,dl_model_slot,fnirs_2d_cnn,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_2d_cnn_batch_norm,2d_cnn_classification,batch_norm,true,,,classification,machine_learning,dl_model_slot,fnirs_2d_cnn,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_2d_cnn_spatial_conv,2d_cnn_classification,spatial_conv,true,,,classification,machine_learning,dl_model_slot,fnirs_2d_cnn,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_eegnet_F1,eegnet_classification,F1,8,,,classification,machine_learning,dl_model_slot,Lawhern2018_EEGNet,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_eegnet_D,eegnet_classification,D,2,,,classification,machine_learning,dl_model_slot,Lawhern2018_EEGNet,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_eegnet_F2,eegnet_classification,F2,16,,,classification,machine_learning,dl_model_slot,Lawhern2018_EEGNet,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_eegnet_kernel_size,eegnet_classification,kernel_size,64,,,classification,machine_learning,dl_model_slot,Lawhern2018_EEGNet,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_eegnet_dropout,eegnet_classification,dropout,0.5,,,classification,machine_learning,dl_model_slot,Lawhern2018_EEGNet,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_eegnet_depthwise_multiplier,eegnet_classification,depthwise_multiplier,1,,,classification,machine_learning,dl_model_slot,Lawhern2018_EEGNet,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_eegnet_activation,eegnet_classification,activation,"""elu""",,,classification,machine_learning,dl_model_slot,Lawhern2018_EEGNet,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_eegnet_optimizer,eegnet_classification,optimizer,"""adam""",,,classification,machine_learning,dl_model_slot,Lawhern2018_EEGNet,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_eegnet_lr,eegnet_classification,lr,0.001,,,classification,machine_learning,dl_model_slot,Lawhern2018_EEGNet,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_shallow_convnet_n_filters,shallow_convnet_classification,n_filters,40,,,classification,machine_learning,dl_model_slot,Schirrmeister2017_ShallowConvNet,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_shallow_convnet_filter_time,shallow_convnet_classification,filter_time,25,,,classification,machine_learning,dl_model_slot,Schirrmeister2017_ShallowConvNet,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_shallow_convnet_pool_time,shallow_convnet_classification,pool_time,75,,,classification,machine_learning,dl_model_slot,Schirrmeister2017_ShallowConvNet,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_shallow_convnet_dropout,shallow_convnet_classification,dropout,0.5,,,classification,machine_learning,dl_model_slot,Schirrmeister2017_ShallowConvNet,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_shallow_convnet_batch_norm,shallow_convnet_classification,batch_norm,true,,,classification,machine_learning,dl_model_slot,Schirrmeister2017_ShallowConvNet,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_shallow_convnet_activation,shallow_convnet_classification,activation,"""square + log""",,,classification,machine_learning,dl_model_slot,Schirrmeister2017_ShallowConvNet,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_lstm_hidden_size,lstm_classification,hidden_size,128,,,classification,machine_learning,dl_model_slot,Hochreiter1997_LSTM|node_templates_LSTM,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_lstm_num_layers,lstm_classification,num_layers,2,,,classification,machine_learning,dl_model_slot,Hochreiter1997_LSTM|node_templates_LSTM,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_lstm_dropout,lstm_classification,dropout,0.3,,,classification,machine_learning,dl_model_slot,Hochreiter1997_LSTM|node_templates_LSTM,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_lstm_bidirectional,lstm_classification,bidirectional,false,,,classification,machine_learning,dl_model_slot,Hochreiter1997_LSTM|node_templates_LSTM,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_lstm_cell_type,lstm_classification,cell_type,"""lstm""",,,classification,machine_learning,dl_model_slot,Hochreiter1997_LSTM|node_templates_LSTM,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_lstm_optimizer,lstm_classification,optimizer,"""adam""",,,classification,machine_learning,dl_model_slot,Hochreiter1997_LSTM|node_templates_LSTM,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_lstm_lr,lstm_classification,lr,0.001,,,classification,machine_learning,dl_model_slot,Hochreiter1997_LSTM|node_templates_LSTM,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_lstm_epochs,lstm_classification,epochs,100,,,classification,machine_learning,dl_model_slot,Hochreiter1997_LSTM|node_templates_LSTM,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_lstm_batch_size,lstm_classification,batch_size,32,,,classification,machine_learning,dl_model_slot,Hochreiter1997_LSTM|node_templates_LSTM,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_gru_hidden_size,gru_classification,hidden_size,128,,,classification,machine_learning,dl_model_slot,Cho2014_GRU,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_gru_num_layers,gru_classification,num_layers,2,,,classification,machine_learning,dl_model_slot,Cho2014_GRU,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_gru_dropout,gru_classification,dropout,0.3,,,classification,machine_learning,dl_model_slot,Cho2014_GRU,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_gru_bidirectional,gru_classification,bidirectional,false,,,classification,machine_learning,dl_model_slot,Cho2014_GRU,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_gru_cell_type,gru_classification,cell_type,"""gru""",,,classification,machine_learning,dl_model_slot,Cho2014_GRU,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_gru_optimizer,gru_classification,optimizer,"""adam""",,,classification,machine_learning,dl_model_slot,Cho2014_GRU,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_gru_lr,gru_classification,lr,0.001,,,classification,machine_learning,dl_model_slot,Cho2014_GRU,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_bidirectional_lstm_hidden_size,bidirectional_lstm_classification,hidden_size,128,,,classification,machine_learning,dl_model_slot,Schuster1997_BiLSTM,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_bidirectional_lstm_num_layers,bidirectional_lstm_classification,num_layers,2,,,classification,machine_learning,dl_model_slot,Schuster1997_BiLSTM,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_bidirectional_lstm_dropout,bidirectional_lstm_classification,dropout,0.3,,,classification,machine_learning,dl_model_slot,Schuster1997_BiLSTM,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_bidirectional_lstm_bidirectional,bidirectional_lstm_classification,bidirectional,true,,,classification,machine_learning,dl_model_slot,Schuster1997_BiLSTM,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_bidirectional_lstm_merge_mode,bidirectional_lstm_classification,merge_mode,"""concat""",,,classification,machine_learning,dl_model_slot,Schuster1997_BiLSTM,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_bidirectional_lstm_optimizer,bidirectional_lstm_classification,optimizer,"""adam""",,,classification,machine_learning,dl_model_slot,Schuster1997_BiLSTM,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_bidirectional_lstm_lr,bidirectional_lstm_classification,lr,0.001,,,classification,machine_learning,dl_model_slot,Schuster1997_BiLSTM,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_transformer_encoder_d_model,transformer_classification,d_model,128,,,classification,machine_learning,dl_model_slot,Vaswani2017_Transformer|node_templates_Transformer,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_transformer_encoder_nhead,transformer_classification,nhead,8,,,classification,machine_learning,dl_model_slot,Vaswani2017_Transformer|node_templates_Transformer,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_transformer_encoder_num_layers,transformer_classification,num_layers,4,,,classification,machine_learning,dl_model_slot,Vaswani2017_Transformer|node_templates_Transformer,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_transformer_encoder_dim_feedforward,transformer_classification,dim_feedforward,512,,,classification,machine_learning,dl_model_slot,Vaswani2017_Transformer|node_templates_Transformer,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_transformer_encoder_dropout,transformer_classification,dropout,0.1,,,classification,machine_learning,dl_model_slot,Vaswani2017_Transformer|node_templates_Transformer,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_transformer_encoder_activation,transformer_classification,activation,"""gelu""",,,classification,machine_learning,dl_model_slot,Vaswani2017_Transformer|node_templates_Transformer,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_transformer_encoder_max_seq_len,transformer_classification,max_seq_len,500,,,classification,machine_learning,dl_model_slot,Vaswani2017_Transformer|node_templates_Transformer,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_transformer_encoder_pos_encoding,transformer_classification,pos_encoding,"""sinusoidal | learned""",,,classification,machine_learning,dl_model_slot,Vaswani2017_Transformer|node_templates_Transformer,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_transformer_encoder_optimizer,transformer_classification,optimizer,"""adam""",,,classification,machine_learning,dl_model_slot,Vaswani2017_Transformer|node_templates_Transformer,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_transformer_encoder_lr,transformer_classification,lr,0.0001,,,classification,machine_learning,dl_model_slot,Vaswani2017_Transformer|node_templates_Transformer,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_transformer_encoder_warmup_steps,transformer_classification,warmup_steps,100,,,classification,machine_learning,dl_model_slot,Vaswani2017_Transformer|node_templates_Transformer,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_temporal_transformer_d_model,temporal_transformer_classification,d_model,64,,,classification,machine_learning,dl_model_slot,Transformer_LSTM_fnirs_Parkinson,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_temporal_transformer_nhead,temporal_transformer_classification,nhead,4,,,classification,machine_learning,dl_model_slot,Transformer_LSTM_fnirs_Parkinson,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_temporal_transformer_num_layers,temporal_transformer_classification,num_layers,2,,,classification,machine_learning,dl_model_slot,Transformer_LSTM_fnirs_Parkinson,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_temporal_transformer_dropout,temporal_transformer_classification,dropout,0.2,,,classification,machine_learning,dl_model_slot,Transformer_LSTM_fnirs_Parkinson,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_temporal_transformer_window_size,temporal_transformer_classification,window_size,10,,,classification,machine_learning,dl_model_slot,Transformer_LSTM_fnirs_Parkinson,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_temporal_transformer_stride,temporal_transformer_classification,stride,5,,,classification,machine_learning,dl_model_slot,Transformer_LSTM_fnirs_Parkinson,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_temporal_transformer_channel_embedding,temporal_transformer_classification,channel_embedding,"""linear | conv1d""",,,classification,machine_learning,dl_model_slot,Transformer_LSTM_fnirs_Parkinson,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_temporal_transformer_temporal_encoding,temporal_transformer_classification,temporal_encoding,"""relative | absolute""",,,classification,machine_learning,dl_model_slot,Transformer_LSTM_fnirs_Parkinson,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_cnn_lstm_hybrid_cnn_layers,cnn_lstm_hybrid_classification,cnn_layers,2,,,classification,machine_learning,dl_model_slot,CNN_LSTM_hybrid_fnirs,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_cnn_lstm_hybrid_cnn_filters,cnn_lstm_hybrid_classification,cnn_filters,"[32, 64]",,,classification,machine_learning,dl_model_slot,CNN_LSTM_hybrid_fnirs,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_cnn_lstm_hybrid_cnn_kernel,cnn_lstm_hybrid_classification,cnn_kernel,3,,,classification,machine_learning,dl_model_slot,CNN_LSTM_hybrid_fnirs,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_cnn_lstm_hybrid_lstm_hidden,cnn_lstm_hybrid_classification,lstm_hidden,128,,,classification,machine_learning,dl_model_slot,CNN_LSTM_hybrid_fnirs,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
