link_id,evidence_ref,target_object_type,target_object_id,evidence_use,confidence,quote_or_summary,source_id,notes
EVLINK_0417,EV_PMC10176292,background_only,,background_only,medium,not_reported,SRC_PMC10176292,From studies.article_type
EVLINK_0418,EV_PMC10181802,background_only,,background_only,medium,not_reported,SRC_PMC10181802,From studies.article_type
EVLINK_0419,EV_PMC10191326,background_only,,background_only,medium,not_reported,SRC_PMC10191326,From studies.article_type
EVLINK_0420,EV_PMC10191645,background_only,,background_only,medium,not_reported,SRC_PMC10191645,From studies.article_type
EVLINK_0421,EV_PMC10194605,background_only,,background_only,low,Review — no own evidence.,SRC_PMC10194605,From studies.article_type
EVLINK_0422,EV_PMC10200033,background_only,,background_only,medium,not_reported,SRC_PMC10200033,From studies.article_type
EVLINK_0423,EV_PMC10203458,background_only,,background_only,low,Review — no own evidence.,SRC_PMC10203458,From studies.article_type
EVLINK_0424,EV_PMC10203730,background_only,,background_only,medium,not_reported,SRC_PMC10203730,From studies.article_type
EVLINK_0425,EV_PMC10204936,background_only,,background_only,medium,not_reported,SRC_PMC10204936,From studies.article_type
EVLINK_0426,EV_PMC10212684,background_only,,background_only,medium,not_reported,SRC_PMC10212684,From studies.article_type
EVLINK_0427,EV_PMC10215946,background_only,,background_only,medium,not_reported,SRC_PMC10215946,From studies.article_type
EVLINK_0428,EV_PMC10226994,background_only,,background_only,medium,not_reported,SRC_PMC10226994,From studies.article_type
EVLINK_0429,EV_PMC10251357,background_only,,background_only,medium,not_reported,SRC_PMC10251357,From studies.article_type
EVLINK_0430,EV_PMC10261976,background_only,,background_only,medium,not_reported,SRC_PMC10261976,From studies.article_type
EVLINK_0431,EV_PMC10263189,background_only,,background_only,medium,not_reported,SRC_PMC10263189,From studies.article_type
EVLINK_0432,EV_PMC10270252,background_only,,background_only,medium,not_reported,SRC_PMC10270252,From studies.article_type
EVLINK_0433,EV_PMC10275383,background_only,,background_only,medium,not_reported,SRC_PMC10275383,From studies.article_type
EVLINK_0434,EV_PMC10276494,background_only,,background_only,medium,not_reported,SRC_PMC10276494,From studies.article_type
EVLINK_0435,EV_PMC10277126,background_only,,background_only,medium,not_reported,SRC_PMC10277126,From studies.article_type
EVLINK_0436,EV_PMC10282188,background_only,,background_only,medium,not_reported,SRC_PMC10282188,From studies.article_type
EVLINK_0437,EV_PMC10286962,background_only,,background_only,medium,not_reported,SRC_PMC10286962,From studies.article_type
EVLINK_0438,EV_PMC10294811,background_only,,background_only,medium,not_reported,SRC_PMC10294811,From studies.article_type
EVLINK_0439,EV_PMC10322191,background_only,,background_only,medium,not_reported,SRC_PMC10322191,From studies.article_type
EVLINK_0440,EV_PMC10323750,background_only,,background_only,medium,not_reported,SRC_PMC10323750,From studies.article_type
EVLINK_0441,EV_PMC10336405,background_only,,background_only,low,Review — no own evidence.,SRC_PMC10336405,From studies.article_type
EVLINK_0442,EV_PMC10338207,background_only,,background_only,medium,not_reported,SRC_PMC10338207,From studies.article_type
EVLINK_0443,EV_PMC10348778,background_only,,background_only,medium,not_reported,SRC_PMC10348778,From studies.article_type
EVLINK_0444,EV_PMC10351877,background_only,,background_only,medium,not_reported,SRC_PMC10351877,From studies.article_type
EVLINK_0445,EV_PMC10354649,background_only,,background_only,low,Review — no own evidence.,SRC_PMC10354649,From studies.article_type
EVLINK_0446,EV_PMC10356754,background_only,,background_only,medium,not_reported,SRC_PMC10356754,From studies.article_type
EVLINK_0447,EV_PMC10368025,background_only,,background_only,low,Review — no own evidence.,SRC_PMC10368025,From studies.article_type
EVLINK_0448,EV_PMC10368065,background_only,,background_only,medium,not_reported,SRC_PMC10368065,From studies.article_type
EVLINK_0449,EV_PMC10384622,background_only,,background_only,medium,not_reported,SRC_PMC10384622,From studies.article_type
EVLINK_0450,EV_PMC10400010,background_only,,background_only,medium,not_reported,SRC_PMC10400010,From studies.article_type
EVLINK_0451,EV_PMC10405458,background_only,,background_only,medium,not_reported,SRC_PMC10405458,From studies.article_type
EVLINK_0452,EV_PMC10413572,background_only,,background_only,medium,not_reported,SRC_PMC10413572,From studies.article_type
EVLINK_0453,EV_PMC10424168,background_only,,background_only,medium,not_reported,SRC_PMC10424168,From studies.article_type
EVLINK_0454,EV_PMC10431651,background_only,,background_only,medium,not_reported,SRC_PMC10431651,From studies.article_type
EVLINK_0455,EV_PMC10437114,background_only,,background_only,medium,not_reported,SRC_PMC10437114,From studies.article_type
EVLINK_0456,EV_PMC10443643,background_only,,background_only,medium,not_reported,SRC_PMC10443643,From studies.article_type
EVLINK_0457,EV_PMC10450247,background_only,,background_only,medium,not_reported,SRC_PMC10450247,From studies.article_type
EVLINK_0458,EV_PMC10453436,background_only,,background_only,medium,not_reported,SRC_PMC10453436,From studies.article_type
EVLINK_0459,EV_PMC10453558,background_only,,background_only,medium,not_reported,SRC_PMC10453558,From studies.article_type
EVLINK_0460,EV_PMC10460200,background_only,,background_only,medium,not_reported,SRC_PMC10460200,From studies.article_type
EVLINK_0461,EV_PMC10467271,background_only,,background_only,medium,not_reported,SRC_PMC10467271,From studies.article_type
EVLINK_0462,EV_PMC10481867,background_only,,background_only,medium,not_reported,SRC_PMC10481867,From studies.article_type
EVLINK_0463,EV_PMC10482352,background_only,,background_only,medium,not_reported,SRC_PMC10482352,From studies.article_type
EVLINK_0464,EV_PMC10483285,background_only,,background_only,medium,not_reported,SRC_PMC10483285,From studies.article_type
EVLINK_0465,EV_PMC10499935,background_only,,background_only,medium,not_reported,SRC_PMC10499935,From studies.article_type
EVLINK_0466,EV_PMC10500026,background_only,,background_only,medium,not_reported,SRC_PMC10500026,From studies.article_type
EVLINK_0467,EV_PMC10506050,background_only,,background_only,medium,not_reported,SRC_PMC10506050,From studies.article_type
EVLINK_0468,EV_PMC10507902,background_only,,background_only,medium,not_reported,SRC_PMC10507902,From studies.article_type
EVLINK_0469,EV_PMC10507988,background_only,,background_only,medium,not_reported,SRC_PMC10507988,From studies.article_type
EVLINK_0470,EV_PMC10508753,background_only,,background_only,medium,not_reported,SRC_PMC10508753,From studies.article_type
EVLINK_0471,EV_PMC10512885,background_only,,background_only,medium,not_reported,SRC_PMC10512885,From studies.article_type
EVLINK_0472,EV_PMC10536152,background_only,,background_only,medium,not_reported,SRC_PMC10536152,From studies.article_type
EVLINK_0473,EV_PMC10543119,background_only,,background_only,medium,not_reported,SRC_PMC10543119,From studies.article_type
EVLINK_0474,EV_PMC10543291,background_only,,background_only,medium,not_reported,SRC_PMC10543291,From studies.article_type
EVLINK_0475,EV_PMC10549743,background_only,,background_only,medium,not_reported,SRC_PMC10549743,From studies.article_type
EVLINK_0476,EV_PMC10576436,background_only,,background_only,medium,not_reported,SRC_PMC10576436,From studies.article_type
EVLINK_0477,EV_PMC10591175,background_only,,background_only,medium,not_reported,SRC_PMC10591175,From studies.article_type
EVLINK_0478,EV_PMC10593988,background_only,,background_only,medium,not_reported,SRC_PMC10593988,From studies.article_type
EVLINK_0479,EV_PMC10605074,background_only,,background_only,medium,not_reported,SRC_PMC10605074,From studies.article_type
EVLINK_0480,EV_PMC10605412,background_only,,background_only,medium,not_reported,SRC_PMC10605412,From studies.article_type
EVLINK_0481,EV_PMC10611153,background_only,,background_only,medium,not_reported,SRC_PMC10611153,From studies.article_type
EVLINK_0482,EV_PMC10624614,background_only,,background_only,medium,not_reported,SRC_PMC10624614,From studies.article_type
EVLINK_0483,EV_PMC10630897,background_only,,background_only,medium,not_reported,SRC_PMC10630897,From studies.article_type
EVLINK_0484,EV_PMC10634523,background_only,,background_only,medium,not_reported,SRC_PMC10634523,From studies.article_type
EVLINK_0485,EV_PMC10638741,background_only,,background_only,medium,not_reported,SRC_PMC10638741,From studies.article_type
EVLINK_0486,EV_PMC10641510,background_only,,background_only,medium,not_reported,SRC_PMC10641510,From studies.article_type
EVLINK_0487,EV_PMC10643392,background_only,,background_only,medium,not_reported,SRC_PMC10643392,From studies.article_type
EVLINK_0488,EV_PMC10644271,background_only,,background_only,medium,not_reported,SRC_PMC10644271,From studies.article_type
EVLINK_0489,EV_PMC10651596,background_only,,background_only,medium,not_reported,SRC_PMC10651596,From studies.article_type
EVLINK_0490,EV_PMC10659362,background_only,,background_only,medium,not_reported,SRC_PMC10659362,From studies.article_type
EVLINK_0491,EV_PMC10662857,background_only,,background_only,medium,not_reported,SRC_PMC10662857,From studies.article_type
EVLINK_0492,EV_PMC10676135,background_only,,background_only,medium,not_reported,SRC_PMC10676135,From studies.article_type
EVLINK_0493,EV_PMC10676732,background_only,,background_only,medium,not_reported,SRC_PMC10676732,From studies.article_type
EVLINK_0494,EV_PMC10689865,background_only,,background_only,medium,not_reported,SRC_PMC10689865,From studies.article_type
EVLINK_0495,EV_PMC10691063,background_only,,background_only,medium,not_reported,SRC_PMC10691063,From studies.article_type
EVLINK_0496,EV_PMC10704020,background_only,,background_only,medium,not_reported,SRC_PMC10704020,From studies.article_type
EVLINK_0497,EV_PMC10709586,background_only,,background_only,medium,not_reported,SRC_PMC10709586,From studies.article_type
EVLINK_0498,EV_PMC10722812,background_only,,background_only,medium,not_reported,SRC_PMC10722812,From studies.article_type
EVLINK_0499,EV_PMC10723778,background_only,,background_only,medium,not_reported,SRC_PMC10723778,From studies.article_type
EVLINK_0500,EV_PMC1073439,background_only,,background_only,medium,not_reported,SRC_PMC1073439,From studies.article_type
EVLINK_0501,EV_PMC10740470,background_only,,background_only,medium,not_reported,SRC_PMC10740470,From studies.article_type
EVLINK_0502,EV_PMC10756643,background_only,,background_only,medium,not_reported,SRC_PMC10756643,From studies.article_type
EVLINK_0503,EV_PMC10762371,background_only,,background_only,medium,not_reported,SRC_PMC10762371,From studies.article_type
EVLINK_0504,EV_PMC10769970,background_only,,background_only,medium,not_reported,SRC_PMC10769970,From studies.article_type
EVLINK_0505,EV_PMC10773254,background_only,,background_only,medium,not_reported,SRC_PMC10773254,From studies.article_type
EVLINK_0506,EV_PMC10773788,background_only,,background_only,medium,not_reported,SRC_PMC10773788,From studies.article_type
EVLINK_0507,EV_PMC10782756,background_only,,background_only,medium,not_reported,SRC_PMC10782756,From studies.article_type
EVLINK_0508,EV_PMC10783912,background_only,,background_only,medium,not_reported,SRC_PMC10783912,From studies.article_type
EVLINK_0509,EV_PMC10789214,background_only,,background_only,medium,not_reported,SRC_PMC10789214,From studies.article_type
EVLINK_0510,EV_PMC10790469,background_only,,background_only,medium,not_reported,SRC_PMC10790469,From studies.article_type
EVLINK_0511,EV_PMC10790833,background_only,,background_only,medium,not_reported,SRC_PMC10790833,From studies.article_type
EVLINK_0512,EV_PMC10790863,background_only,,background_only,medium,not_reported,SRC_PMC10790863,From studies.article_type
EVLINK_0513,EV_PMC10790908,background_only,,background_only,medium,not_reported,SRC_PMC10790908,From studies.article_type
EVLINK_0514,EV_PMC10794389,background_only,,background_only,medium,not_reported,SRC_PMC10794389,From studies.article_type
EVLINK_0515,EV_PMC10797163,background_only,,background_only,medium,not_reported,SRC_PMC10797163,From studies.article_type
EVLINK_0516,EV_PMC10812856,background_only,,background_only,medium,not_reported,SRC_PMC10812856,From studies.article_type
EVLINK_0517,EV_PMC10816546,background_only,,background_only,medium,not_reported,SRC_PMC10816546,From studies.article_type
EVLINK_0518,EV_PMC10817743,background_only,,background_only,medium,not_reported,SRC_PMC10817743,From studies.article_type
EVLINK_0519,EV_PMC10818714,background_only,,background_only,medium,not_reported,SRC_PMC10818714,From studies.article_type
EVLINK_0520,EV_PMC10818961,background_only,,background_only,medium,not_reported,SRC_PMC10818961,From studies.article_type
EVLINK_0521,EV_PMC10821781,background_only,,background_only,medium,not_reported,SRC_PMC10821781,From studies.article_type
EVLINK_0522,EV_PMC10827877,background_only,,background_only,medium,not_reported,SRC_PMC10827877,From studies.article_type
EVLINK_0523,EV_PMC10848249,background_only,,background_only,medium,not_reported,SRC_PMC10848249,From studies.article_type
EVLINK_0524,EV_PMC10849700,background_only,,background_only,medium,not_reported,SRC_PMC10849700,From studies.article_type
EVLINK_0525,EV_PMC10859010,background_only,,background_only,medium,not_reported,SRC_PMC10859010,From studies.article_type
EVLINK_0526,EV_PMC10903079,background_only,,background_only,medium,not_reported,SRC_PMC10903079,From studies.article_type
EVLINK_0527,EV_PMC10904609,background_only,,background_only,medium,not_reported,SRC_PMC10904609,From studies.article_type
EVLINK_0528,EV_PMC10908418,background_only,,background_only,medium,not_reported,SRC_PMC10908418,From studies.article_type
EVLINK_0529,EV_PMC10926346,background_only,,background_only,medium,not_reported,SRC_PMC10926346,From studies.article_type
EVLINK_0530,EV_PMC10930295,background_only,,background_only,medium,not_reported,SRC_PMC10930295,From studies.article_type
EVLINK_0531,EV_PMC10940915,background_only,,background_only,medium,not_reported,SRC_PMC10940915,From studies.article_type
EVLINK_0532,EV_PMC10951157,background_only,,background_only,medium,not_reported,SRC_PMC10951157,From studies.article_type
EVLINK_0533,EV_PMC10961353,background_only,,background_only,medium,not_reported,SRC_PMC10961353,From studies.article_type
EVLINK_0534,EV_PMC10964554,background_only,,background_only,medium,not_reported,SRC_PMC10964554,From studies.article_type
EVLINK_0535,EV_PMC10967028,background_only,,background_only,medium,not_reported,SRC_PMC10967028,From studies.article_type
EVLINK_0536,EV_PMC10974257,background_only,,background_only,medium,not_reported,SRC_PMC10974257,From studies.article_type
EVLINK_0537,EV_PMC10974548,background_only,,background_only,medium,not_reported,SRC_PMC10974548,From studies.article_type
EVLINK_0538,EV_PMC10990628,background_only,,background_only,medium,not_reported,SRC_PMC10990628,From studies.article_type
EVLINK_0539,EV_PMC11007108,background_only,,background_only,medium,not_reported,SRC_PMC11007108,From studies.article_type
EVLINK_0540,EV_PMC11008455,background_only,,background_only,medium,not_reported,SRC_PMC11008455,From studies.article_type
EVLINK_0541,EV_PMC11010726,background_only,,background_only,medium,not_reported,SRC_PMC11010726,From studies.article_type
EVLINK_0542,EV_PMC11018039,background_only,,background_only,medium,not_reported,SRC_PMC11018039,From studies.article_type
EVLINK_0543,EV_PMC11043130,background_only,,background_only,medium,not_reported,SRC_PMC11043130,From studies.article_type
EVLINK_0544,EV_PMC11044905,background_only,,background_only,medium,not_reported,SRC_PMC11044905,From studies.article_type
EVLINK_0545,EV_PMC11047915,background_only,,background_only,medium,not_reported,SRC_PMC11047915,From studies.article_type
EVLINK_0546,EV_PMC11048441,background_only,,background_only,medium,not_reported,SRC_PMC11048441,From studies.article_type
EVLINK_0547,EV_PMC11048477,background_only,,background_only,medium,not_reported,SRC_PMC11048477,From studies.article_type
EVLINK_0548,EV_PMC11054207,background_only,,background_only,medium,not_reported,SRC_PMC11054207,From studies.article_type
EVLINK_0549,EV_PMC11066545,background_only,,background_only,medium,not_reported,SRC_PMC11066545,From studies.article_type
EVLINK_0550,EV_PMC11068267,background_only,,background_only,medium,not_reported,SRC_PMC11068267,From studies.article_type
EVLINK_0551,EV_PMC11069416,background_only,,background_only,medium,not_reported,SRC_PMC11069416,From studies.article_type
EVLINK_0552,EV_PMC11072713,background_only,,background_only,medium,not_reported,SRC_PMC11072713,From studies.article_type
EVLINK_0553,EV_PMC11082417,background_only,,background_only,medium,not_reported,SRC_PMC11082417,From studies.article_type
EVLINK_0554,EV_PMC11084304,background_only,,background_only,medium,not_reported,SRC_PMC11084304,From studies.article_type
EVLINK_0555,EV_PMC11092069,background_only,,background_only,medium,not_reported,SRC_PMC11092069,From studies.article_type
EVLINK_0556,EV_PMC11094294,background_only,,background_only,medium,not_reported,SRC_PMC11094294,From studies.article_type
EVLINK_0557,EV_PMC11101423,background_only,,background_only,medium,not_reported,SRC_PMC11101423,From studies.article_type
EVLINK_0558,EV_PMC11112281,background_only,,background_only,medium,not_reported,SRC_PMC11112281,From studies.article_type
EVLINK_0559,EV_PMC11118627,background_only,,background_only,medium,not_reported,SRC_PMC11118627,From studies.article_type
EVLINK_0560,EV_PMC1112605,background_only,,background_only,medium,not_reported,SRC_PMC1112605,From studies.article_type
EVLINK_0561,EV_PMC11134420,background_only,,background_only,medium,not_reported,SRC_PMC11134420,From studies.article_type
EVLINK_0562,EV_PMC11135058,background_only,,background_only,medium,not_reported,SRC_PMC11135058,From studies.article_type
EVLINK_0563,EV_PMC11146205,background_only,,background_only,medium,not_reported,SRC_PMC11146205,From studies.article_type
EVLINK_0564,EV_PMC11155497,background_only,,background_only,medium,not_reported,SRC_PMC11155497,From studies.article_type
EVLINK_0565,EV_PMC11177928,background_only,,background_only,medium,not_reported,SRC_PMC11177928,From studies.article_type
EVLINK_0566,EV_PMC11178101,background_only,,background_only,medium,not_reported,SRC_PMC11178101,From studies.article_type
EVLINK_0567,EV_PMC11188690,background_only,,background_only,medium,not_reported,SRC_PMC11188690,From studies.article_type
EVLINK_0568,EV_PMC11196085,background_only,,background_only,medium,not_reported,SRC_PMC11196085,From studies.article_type
EVLINK_0569,EV_PMC11200721,background_only,,background_only,medium,not_reported,SRC_PMC11200721,From studies.article_type
EVLINK_0570,EV_PMC11210076,background_only,,background_only,medium,not_reported,SRC_PMC11210076,From studies.article_type
EVLINK_0571,EV_PMC11218834,background_only,,background_only,medium,not_reported,SRC_PMC11218834,From studies.article_type
EVLINK_0572,EV_PMC11221108,background_only,,background_only,medium,not_reported,SRC_PMC11221108,From studies.article_type
EVLINK_0573,EV_PMC11244119,background_only,,background_only,medium,not_reported,SRC_PMC11244119,From studies.article_type
EVLINK_0574,EV_PMC11247181,background_only,,background_only,medium,not_reported,SRC_PMC11247181,From studies.article_type
EVLINK_0575,EV_PMC11276379,background_only,,background_only,medium,not_reported,SRC_PMC11276379,From studies.article_type
EVLINK_0576,EV_PMC11277785,background_only,,background_only,medium,not_reported,SRC_PMC11277785,From studies.article_type
EVLINK_0577,EV_PMC11283272,background_only,,background_only,medium,not_reported,SRC_PMC11283272,From studies.article_type
EVLINK_0578,EV_PMC11284241,background_only,,background_only,medium,not_reported,SRC_PMC11284241,From studies.article_type
EVLINK_0579,EV_PMC11288115,background_only,,background_only,medium,not_reported,SRC_PMC11288115,From studies.article_type
EVLINK_0580,EV_PMC11297873,background_only,,background_only,medium,not_reported,SRC_PMC11297873,From studies.article_type
EVLINK_0581,EV_PMC11298368,background_only,,background_only,medium,not_reported,SRC_PMC11298368,From studies.article_type
EVLINK_0582,EV_PMC11302996,background_only,,background_only,medium,not_reported,SRC_PMC11302996,From studies.article_type
EVLINK_0583,EV_PMC11303590,background_only,,background_only,medium,not_reported,SRC_PMC11303590,From studies.article_type
EVLINK_0584,EV_PMC11335481,background_only,,background_only,medium,not_reported,SRC_PMC11335481,From studies.article_type
EVLINK_0585,EV_PMC11347583,background_only,,background_only,medium,not_reported,SRC_PMC11347583,From studies.article_type
EVLINK_0586,EV_PMC11347808,background_only,,background_only,medium,not_reported,SRC_PMC11347808,From studies.article_type
EVLINK_0587,EV_PMC11348010,background_only,,background_only,medium,not_reported,SRC_PMC11348010,From studies.article_type
EVLINK_0588,EV_PMC11350141,background_only,,background_only,medium,not_reported,SRC_PMC11350141,From studies.article_type
EVLINK_0589,EV_PMC11351350,background_only,,background_only,medium,not_reported,SRC_PMC11351350,From studies.article_type
EVLINK_0590,EV_PMC11363059,background_only,,background_only,medium,not_reported,SRC_PMC11363059,From studies.article_type
EVLINK_0591,EV_PMC11363815,background_only,,background_only,medium,not_reported,SRC_PMC11363815,From studies.article_type
EVLINK_0592,EV_PMC11370459,background_only,,background_only,medium,not_reported,SRC_PMC11370459,From studies.article_type
EVLINK_0593,EV_PMC11374618,background_only,,background_only,medium,not_reported,SRC_PMC11374618,From studies.article_type
EVLINK_0594,EV_PMC11379445,background_only,,background_only,medium,not_reported,SRC_PMC11379445,From studies.article_type
EVLINK_0595,EV_PMC11382456,background_only,,background_only,medium,not_reported,SRC_PMC11382456,From studies.article_type
EVLINK_0596,EV_PMC11392768,background_only,,background_only,medium,not_reported,SRC_PMC11392768,From studies.article_type
EVLINK_0597,EV_PMC11404838,background_only,,background_only,medium,not_reported,SRC_PMC11404838,From studies.article_type
EVLINK_0598,EV_PMC11407240,background_only,,background_only,medium,not_reported,SRC_PMC11407240,From studies.article_type
EVLINK_0599,EV_PMC11421663,background_only,,background_only,medium,not_reported,SRC_PMC11421663,From studies.article_type
EVLINK_0600,EV_PMC11427210,background_only,,background_only,medium,not_reported,SRC_PMC11427210,From studies.article_type
EVLINK_0601,EV_PMC11429964,background_only,,background_only,medium,not_reported,SRC_PMC11429964,From studies.article_type
EVLINK_0602,EV_PMC11432853,background_only,,background_only,medium,not_reported,SRC_PMC11432853,From studies.article_type
EVLINK_0603,EV_PMC11437797,background_only,,background_only,medium,not_reported,SRC_PMC11437797,From studies.article_type
EVLINK_0604,EV_PMC11443291,background_only,,background_only,medium,not_reported,SRC_PMC11443291,From studies.article_type
EVLINK_0605,EV_PMC11450226,background_only,,background_only,medium,not_reported,SRC_PMC11450226,From studies.article_type
EVLINK_0606,EV_PMC11460616,background_only,,background_only,medium,not_reported,SRC_PMC11460616,From studies.article_type
EVLINK_0607,EV_PMC11461194,background_only,,background_only,medium,not_reported,SRC_PMC11461194,From studies.article_type
EVLINK_0608,EV_PMC11467741,background_only,,background_only,medium,not_reported,SRC_PMC11467741,From studies.article_type
EVLINK_0609,EV_PMC11470749,background_only,,background_only,medium,not_reported,SRC_PMC11470749,From studies.article_type
EVLINK_0610,EV_PMC11479381,background_only,,background_only,medium,not_reported,SRC_PMC11479381,From studies.article_type
EVLINK_0611,EV_PMC11482185,background_only,,background_only,medium,not_reported,SRC_PMC11482185,From studies.article_type
EVLINK_0612,EV_PMC11487584,background_only,,background_only,medium,not_reported,SRC_PMC11487584,From studies.article_type
EVLINK_0613,EV_PMC11493908,background_only,,background_only,medium,not_reported,SRC_PMC11493908,From studies.article_type
EVLINK_0614,EV_PMC11498316,background_only,,background_only,medium,not_reported,SRC_PMC11498316,From studies.article_type
EVLINK_0615,EV_PMC11505713,background_only,,background_only,medium,not_reported,SRC_PMC11505713,From studies.article_type
EVLINK_0616,EV_PMC11512011,background_only,,background_only,medium,not_reported,SRC_PMC11512011,From studies.article_type
EVLINK_0617,EV_PMC11518980,background_only,,background_only,medium,not_reported,SRC_PMC11518980,From studies.article_type
EVLINK_0618,EV_PMC11519002,background_only,,background_only,medium,not_reported,SRC_PMC11519002,From studies.article_type
EVLINK_0619,EV_PMC11521827,background_only,,background_only,medium,not_reported,SRC_PMC11521827,From studies.article_type
EVLINK_0620,EV_PMC11527621,background_only,,background_only,medium,not_reported,SRC_PMC11527621,From studies.article_type
EVLINK_0621,EV_PMC11540188,background_only,,background_only,medium,not_reported,SRC_PMC11540188,From studies.article_type
EVLINK_0622,EV_PMC11545383,background_only,,background_only,medium,not_reported,SRC_PMC11545383,From studies.article_type
EVLINK_0623,EV_PMC11548375,background_only,,background_only,medium,not_reported,SRC_PMC11548375,From studies.article_type
EVLINK_0624,EV_PMC11555064,background_only,,background_only,medium,not_reported,SRC_PMC11555064,From studies.article_type
EVLINK_0625,EV_PMC11557353,background_only,,background_only,medium,not_reported,SRC_PMC11557353,From studies.article_type
EVLINK_0626,EV_PMC11565806,background_only,,background_only,medium,not_reported,SRC_PMC11565806,From studies.article_type
EVLINK_0627,EV_PMC11568197,background_only,,background_only,medium,not_reported,SRC_PMC11568197,From studies.article_type
EVLINK_0628,EV_PMC11573361,background_only,,background_only,medium,not_reported,SRC_PMC11573361,From studies.article_type
EVLINK_0629,EV_PMC11573864,background_only,,background_only,medium,not_reported,SRC_PMC11573864,From studies.article_type
EVLINK_0630,EV_PMC11581048,background_only,,background_only,medium,not_reported,SRC_PMC11581048,From studies.article_type
EVLINK_0631,EV_PMC11584861,background_only,,background_only,medium,not_reported,SRC_PMC11584861,From studies.article_type
EVLINK_0632,EV_PMC11587096,background_only,,background_only,medium,not_reported,SRC_PMC11587096,From studies.article_type
EVLINK_0633,EV_PMC11587899,background_only,,background_only,medium,not_reported,SRC_PMC11587899,From studies.article_type
EVLINK_0634,EV_PMC11591234,background_only,,background_only,medium,not_reported,SRC_PMC11591234,From studies.article_type
EVLINK_0636,EV_PMC11606037,background_only,,background_only,medium,not_reported,SRC_PMC11606037,From studies.article_type
EVLINK_0637,EV_PMC11608255,background_only,,background_only,medium,not_reported,SRC_PMC11608255,From studies.article_type
EVLINK_0638,EV_PMC11609993,background_only,,background_only,medium,not_reported,SRC_PMC11609993,From studies.article_type
EVLINK_0639,EV_PMC11615565,background_only,,background_only,medium,not_reported,SRC_PMC11615565,From studies.article_type
EVLINK_0640,EV_PMC11620557,background_only,,background_only,medium,not_reported,SRC_PMC11620557,From studies.article_type
EVLINK_0641,EV_PMC11622424,background_only,,background_only,medium,not_reported,SRC_PMC11622424,From studies.article_type
EVLINK_0642,EV_PMC11629311,background_only,,background_only,medium,not_reported,SRC_PMC11629311,From studies.article_type
EVLINK_0643,EV_PMC11635295,background_only,,background_only,medium,not_reported,SRC_PMC11635295,From studies.article_type
EVLINK_0644,EV_PMC11640565,background_only,,background_only,medium,not_reported,SRC_PMC11640565,From studies.article_type
EVLINK_0645,EV_PMC11651083,background_only,,background_only,medium,not_reported,SRC_PMC11651083,From studies.article_type
EVLINK_0646,EV_PMC11651133,background_only,,background_only,medium,not_reported,SRC_PMC11651133,From studies.article_type
EVLINK_0647,EV_PMC11651663,background_only,,background_only,medium,not_reported,SRC_PMC11651663,From studies.article_type
EVLINK_0648,EV_PMC11655732,background_only,,background_only,medium,not_reported,SRC_PMC11655732,From studies.article_type
EVLINK_0649,EV_PMC11658069,background_only,,background_only,medium,not_reported,SRC_PMC11658069,From studies.article_type
EVLINK_0650,EV_PMC11661058,background_only,,background_only,medium,not_reported,SRC_PMC11661058,From studies.article_type
EVLINK_0651,EV_PMC11665088,background_only,,background_only,medium,not_reported,SRC_PMC11665088,From studies.article_type
EVLINK_0652,EV_PMC11668775,background_only,,background_only,medium,not_reported,SRC_PMC11668775,From studies.article_type
EVLINK_0653,EV_PMC11687848,background_only,,background_only,medium,not_reported,SRC_PMC11687848,From studies.article_type
EVLINK_0654,EV_PMC11698844,background_only,,background_only,medium,not_reported,SRC_PMC11698844,From studies.article_type
EVLINK_0655,EV_PMC11700699,background_only,,background_only,medium,not_reported,SRC_PMC11700699,From studies.article_type
EVLINK_0656,EV_PMC11708974,background_only,,background_only,medium,not_reported,SRC_PMC11708974,From studies.article_type
EVLINK_0657,EV_PMC11724951,background_only,,background_only,medium,not_reported,SRC_PMC11724951,From studies.article_type
EVLINK_0658,EV_PMC11750998,background_only,,background_only,medium,not_reported,SRC_PMC11750998,From studies.article_type
EVLINK_0659,EV_PMC11751059,background_only,,background_only,medium,not_reported,SRC_PMC11751059,From studies.article_type
EVLINK_0660,EV_PMC11768738,background_only,,background_only,medium,not_reported,SRC_PMC11768738,From studies.article_type
EVLINK_0661,EV_PMC11769814,background_only,,background_only,medium,not_reported,SRC_PMC11769814,From studies.article_type
EVLINK_0662,EV_PMC11771054,background_only,,background_only,medium,not_reported,SRC_PMC11771054,From studies.article_type
EVLINK_0663,EV_PMC11772744,background_only,,background_only,medium,not_reported,SRC_PMC11772744,From studies.article_type
EVLINK_0664,EV_PMC11783108,background_only,,background_only,medium,not_reported,SRC_PMC11783108,From studies.article_type
EVLINK_0665,EV_PMC11785794,background_only,,background_only,medium,not_reported,SRC_PMC11785794,From studies.article_type
EVLINK_0666,EV_PMC11793863,background_only,,background_only,medium,not_reported,SRC_PMC11793863,From studies.article_type
EVLINK_0667,EV_PMC11808466,background_only,,background_only,medium,not_reported,SRC_PMC11808466,From studies.article_type
EVLINK_0668,EV_PMC11812511,background_only,,background_only,medium,not_reported,SRC_PMC11812511,From studies.article_type
EVLINK_0669,EV_PMC11819900,background_only,,background_only,medium,not_reported,SRC_PMC11819900,From studies.article_type
EVLINK_0670,EV_PMC11821374,background_only,,background_only,medium,not_reported,SRC_PMC11821374,From studies.article_type
